movie_title,Worldwide,Domestic,Domestic_percent,Foreign,Foreign_percent
Welcome to Germany,"$28,036,021.00",-,-,"$28,036,021.00",100%
Your Highness,"$28,013,733.00","$21,596,445.00",77.10%,"$6,417,288.00",22.90%
Mandela: Long Walk to Freedom,"$27,985,788.00","$8,323,085.00",29.70%,"$19,662,703.00",70.30%
The Brothers Grimsby,"$27,979,040.00","$6,874,837.00",24.60%,"$21,104,203.00",75.40%
What Happened to Monday,"$27,975,429.00",-,-,"$27,975,429.00",100%
The 33,"$27,972,023.00","$12,227,722.00",43.70%,"$15,744,301.00",56.30%
The Divine Move,"$27,926,871.00","$136,707.00",0.50%,"$27,790,164.00",99.50%
Monster Family,"$27,890,108.00","$127,259.00",0.50%,"$27,762,849.00",99.50%
The Beguiled,"$27,869,129.00","$10,709,995.00",38.40%,"$17,159,134.00",61.60%
When Larry Meets Mary,"$27,863,090.00",-,-,"$27,863,090.00",100%
Dark Skies,"$27,858,103.00","$17,418,667.00",62.50%,"$10,439,436.00",37.50%
The 355,"$27,827,450.00","$14,570,455.00",52.40%,"$13,256,995.00",47.60%
The Lady Shogun and Her Men,"$27,769,952.00",-,-,"$27,769,952.00",100%
Love Strikes!,"$27,707,149.00",-,-,"$27,707,149.00",100%
Kim Ji-young: Born 1982,"$27,696,393.00",-,-,"$27,696,393.00",100%
Default,"$27,694,043.00","$203,775.00",0.70%,"$27,490,268.00",99.30%
Nebraska,"$27,682,872.00","$17,654,912.00",63.80%,"$10,027,960.00",36.20%
Bride Wars,"$27,670,000.00",-,-,"$27,670,000.00",100%
One Cut of the Dead,"$27,590,180.00","$52,406.00",0.20%,"$27,537,774.00",99.80%
Nicholas on Holiday,"$27,567,832.00",-,-,"$27,567,832.00",100%
The Women on the 6th Floor,"$27,533,970.00","$719,823.00",2.60%,"$26,814,147.00",97.40%
Grace of Monaco,"$27,515,247.00",-,-,"$27,515,247.00",100%
Serial (Bad) Weddings 3,"$27,509,617.00",-,-,"$27,509,617.00",100%
The Happytime Murders,"$27,506,452.00","$20,706,452.00",75.30%,"$6,800,000.00",24.70%
The Incredible Burt Wonderstone,"$27,437,881.00","$22,537,881.00",82.10%,"$4,900,000.00",17.90%
Yesterday Once More,"$27,411,872.00",-,-,"$27,411,872.00",100%
Left Behind,"$27,405,896.00","$14,019,924.00",51.20%,"$13,385,972.00",48.80%
Irrational Man,"$27,391,084.00","$4,030,360.00",14.70%,"$23,360,724.00",85.30%
Legend of the Fist: The Return of Chen Zhen,"$27,390,678.00","$50,433.00",0.20%,"$27,340,245.00",99.80%
Detective K: Secret of the Lost Island,"$27,387,870.00","$185,367.00",0.70%,"$27,202,503.00",99.30%
Gorko!,"$27,369,902.00",-,-,"$27,369,902.00",100%
Midnight Sun,"$27,365,467.00","$9,561,064.00",34.90%,"$17,804,403.00",65.10%
Pokémon: Mewtwo Strikes Back - Evolution,"$27,347,118.00",-,-,"$27,347,118.00",100%
Ramona and Beezus,"$27,293,743.00","$26,167,002.00",95.90%,"$1,126,741.00",4.10%
To the Fore,"$27,267,799.00",-,-,"$27,267,799.00",100%
American Ultra,"$27,262,374.00","$14,440,985.00",53%,"$12,821,389.00",47%
VIP Policeman,"$27,222,681.00",-,-,"$27,222,681.00",100%
Khumba,"$27,187,375.00","$1,029.00",<0.1%,"$27,186,346.00",100%
Splice 2010 Re-release,"$27,127,620.00","$17,010,170.00",62.70%,"$10,117,450.00",37.30%
Let Me In,"$27,093,592.00","$12,134,935.00",44.80%,"$14,958,657.00",55.20%
Joy of Fatherhood,"$27,088,817.00",-,-,"$27,088,817.00",100%
My Neighbor Totoro 2018 Re-release,"$27,083,857.00","$1,144,649.00",4.20%,"$25,939,208.00",95.80%
The Last Warrior: A Messenger of Darkness,"$27,052,365.00",-,-,"$27,052,365.00",100%
Hitchcock,"$27,039,669.00","$6,008,677.00",22.20%,"$21,030,992.00",77.80%
Almost a Comedy,"$26,990,962.00",-,-,"$26,990,962.00",100%
Letters to Santa,"$26,923,513.00",-,-,"$26,923,513.00",100%
Total Dhamaal,"$26,911,995.00","$2,167,632.00",8.10%,"$24,744,363.00",91.90%
You're Next,"$26,895,481.00","$18,494,006.00",68.80%,"$8,401,475.00",31.20%
Mr. Go,"$26,835,201.00",-,-,"$26,835,201.00",100%
CHIPS,"$26,800,152.00","$18,600,152.00",69.40%,"$8,200,000.00",30.60%
The Faces of My Gene,"$26,796,279.00",-,-,"$26,796,279.00",100%
Dearest,"$26,723,916.00",-,-,"$26,723,916.00",100%
A Monster in Paris,"$26,710,392.00",-,-,"$26,710,392.00",100%
Architecture 101,"$26,642,354.00",-,-,"$26,642,354.00",100%
A Cure for Wellness,"$26,620,002.00","$8,106,986.00",30.50%,"$18,513,016.00",69.50%
Missing Link,"$26,565,710.00","$16,649,539.00",62.70%,"$9,916,171.00",37.30%
American Underdog,"$26,514,814.00","$26,514,814.00",100%,-,-
Chaos Walking,"$26,508,132.00","$13,287,908.00",50.10%,"$13,220,224.00",49.90%
No Manches Frida 2,"$26,493,648.00","$9,270,920.00",35%,"$17,222,728.00",65%
A Hard Day,"$26,488,847.00","$19,004.00",<0.1%,"$26,469,843.00",99.90%
The Break Up Man,"$26,477,012.00",-,-,"$26,477,012.00",100%
The Way Way Back,"$26,474,920.00","$21,506,546.00",81.20%,"$4,968,374.00",18.80%
We Are the Nobles,"$26,433,651.00",-,-,"$26,433,651.00",100%
Ivan Tsarevich & the Grey Wolf,"$26,420,475.00",-,-,"$26,420,475.00",100%
Dancing Queen,"$26,411,266.00",-,-,"$26,411,266.00",100%
Emma.,"$26,404,660.00","$10,055,355.00",38.10%,"$16,349,305.00",61.90%
Only the Brave,"$26,351,322.00","$18,343,983.00",69.60%,"$8,007,339.00",30.40%
Twenty Two,"$26,289,378.00","$46,796.00",0.20%,"$26,242,582.00",99.80%
Orange,"$26,261,536.00",-,-,"$26,261,536.00",100%
Aloha,"$26,250,020.00","$21,067,116.00",80.30%,"$5,182,904.00",19.70%
The Stolen Years,"$26,249,553.00",-,-,"$26,249,553.00",100%
Apollo 18,"$26,236,153.00","$17,687,709.00",67.40%,"$8,548,444.00",32.60%
The Confidence Man JP,"$26,228,317.00",-,-,"$26,228,317.00",100%
One Night Surprise,"$26,220,159.00",-,-,"$26,220,159.00",100%
Lesson of the Evil,"$26,167,224.00",-,-,"$26,167,224.00",100%
The Zookeeper's Wife,"$26,152,835.00","$17,571,660.00",67.20%,"$8,581,175.00",32.80%
Badrinath Ki Dulhania,"$26,134,309.00","$1,993,259.00",7.60%,"$24,141,050.00",92.40%
Badhaai Ho,"$26,125,610.00",-,-,"$26,125,610.00",100%
Top Five,"$26,117,471.00","$25,317,471.00",96.90%,"$800,000.00",3.10%
Hichki,"$26,055,222.00","$330,279.00",1.30%,"$25,724,943.00",98.70%
Platinum Data,"$26,052,718.00",-,-,"$26,052,718.00",100%
Iceman,"$26,033,917.00","$7,679.00",<0.1%,"$26,026,238.00",100%
Agneepath,"$26,001,696.00","$1,986,748.00",7.60%,"$24,014,948.00",92.40%
The Courier,"$26,001,227.00","$6,613,432.00",25.40%,"$19,387,795.00",74.60%
The Light Between Oceans,"$25,975,621.00","$12,545,979.00",48.30%,"$13,429,642.00",51.70%
A Chinese Odyssey: Part 2 - Cinderella 2017 Re-release,"$25,960,664.00",-,-,"$25,960,664.00",100%
Love Off the Cuff,"$25,959,989.00",-,-,"$25,959,989.00",100%
Confidence man JP the movie,"$25,958,189.00",-,-,"$25,958,189.00",100%
White Boy Rick,"$25,957,482.00","$24,011,188.00",92.50%,"$1,946,294.00",7.50%
Meet Miss Anxiety,"$25,948,636.00",-,-,"$25,948,636.00",100%
"Paul, Apostle of Christ","$25,915,966.00","$17,560,475.00",67.80%,"$8,355,491.00",32.20%
Huevos: Little Rooster's Egg-cellent Adventure,"$25,892,561.00","$9,080,818.00",35.10%,"$16,811,743.00",64.90%
Gekijouban SPEC: Kurôzu - Zen no hen,"$25,860,404.00",-,-,"$25,860,404.00",100%
Dügün Dernek 2: Sünnet,"$25,836,668.00",-,-,"$25,836,668.00",100%
Leap,"$25,818,882.00","$83,074.00",0.30%,"$25,735,808.00",99.70%
Unbeatable,"$25,816,154.00",-,-,"$25,816,154.00",100%
Rust and Bone,"$25,807,712.00","$2,062,027.00",8%,"$23,745,685.00",92%
Our Idiot Brother,"$25,804,448.00","$24,816,118.00",96.20%,"$988,330.00",3.80%
Fair Game,"$25,798,915.00","$9,540,691.00",37%,"$16,258,224.00",63%
"The Gangster, the Cop, the Devil","$25,775,371.00","$216,494.00",0.80%,"$25,558,877.00",99.20%
Man on the Edge,"$25,774,679.00",-,-,"$25,774,679.00",100%
Champions,"$25,766,564.00",-,-,"$25,766,564.00",100%
A Beautiful Planet,"$25,730,120.00","$15,650,615.00",60.80%,"$10,079,505.00",39.20%
Fireworks,"$25,672,406.00","$525,280.00",2%,"$25,147,126.00",98%
The Roundup,"$25,623,521.00",-,-,"$25,623,521.00",100%
Father Figures,"$25,601,244.00","$17,501,244.00",68.40%,"$8,100,000.00",31.60%
"Love, Rosie","$25,574,387.00","$20,431.00",<0.1%,"$25,553,956.00",99.90%
Mr. Donkey,"$25,537,759.00","$356,255.00",1.40%,"$25,181,504.00",98.60%
Look Who's Back,"$25,513,752.00",-,-,"$25,513,752.00",100%
Money,"$25,403,753.00",-,-,"$25,403,753.00",100%
Head Over Heels 2,"$25,402,893.00",-,-,"$25,402,893.00",100%
Leap! 2017 Re-release,"$25,376,094.00","$21,858,070.00",86.10%,"$3,518,024.00",13.90%
Keys To The Heart,"$25,375,866.00","$75,134.00",0.30%,"$25,300,732.00",99.70%
Serial Teachers 2,"$25,364,150.00",-,-,"$25,364,150.00",100%
Christmas in South Africa,"$25,362,517.00",-,-,"$25,362,517.00",100%
A Haunted House 2,"$25,358,716.00","$17,329,486.00",68.30%,"$8,029,230.00",31.70%
And So It Goes,"$25,312,387.00","$15,160,801.00",59.90%,"$10,151,586.00",40.10%
Bodies at Rest,"$25,293,853.00",-,-,"$25,293,853.00",100%
Enough Said,"$25,288,872.00","$17,550,872.00",69.40%,"$7,738,000.00",30.60%
Biutiful,"$25,147,786.00","$5,101,237.00",20.30%,"$20,046,549.00",79.70%
On the Other Side of the Tracks,"$25,109,572.00","$9,572.00",<0.1%,"$25,100,000.00",100%
Born in China,"$25,081,168.00","$13,873,211.00",55.30%,"$11,207,957.00",44.70%
Race,"$25,070,261.00","$19,206,207.00",76.60%,"$5,864,054.00",23.40%
Helter Skelter,"$25,066,699.00",-,-,"$25,066,699.00",100%
The Last Exorcism Part II,"$25,051,865.00","$15,179,302.00",60.60%,"$9,872,563.00",39.40%
Call of Heroes,"$25,040,561.00",-,-,"$25,040,561.00",100%
Free State of Jones,"$25,035,950.00","$20,810,036.00",83.10%,"$4,225,914.00",16.90%
Six Degrees of Celebration,"$25,030,264.00",-,-,"$25,030,264.00",100%
The Last Tycoon,"$25,009,914.00",-,-,"$25,009,914.00",100%
"Me, Myself and Mum","$24,991,467.00",-,-,"$24,991,467.00",100%
Whiskey Tango Foxtrot,"$24,972,139.00","$23,083,334.00",92.40%,"$1,888,805.00",7.60%
Booksmart,"$24,959,607.00","$22,680,962.00",90.90%,"$2,278,645.00",9.10%
Housefull 2,"$24,922,847.00","$1,791,780.00",7.20%,"$23,131,067.00",92.80%
Spencer,"$24,901,028.00","$7,086,632.00",28.50%,"$17,814,396.00",71.50%
Gravity 2020 Re-release,"$24,857,244.00",-,-,"$24,857,244.00",100%
The Kashmir Files,"$24,821,898.00","$1,485,000.00",6%,"$23,336,898.00",94%
Wild City,"$24,817,852.00","$34,866.00",0.10%,"$24,782,986.00",99.90%
Elle s'appelait Sarah,"$24,792,815.00","$7,693,187.00",31%,"$17,099,628.00",69%
Eyyvah Eyvah 2,"$24,792,348.00",-,-,"$24,792,348.00",100%
Lottery Ticket,"$24,719,879.00","$24,719,879.00",100%,-,-
Big Miracle,"$24,719,215.00","$20,157,300.00",81.50%,"$4,561,915.00",18.50%
Super 30,"$24,701,637.00","$2,269,878.00",9.20%,"$22,431,759.00",90.80%
Soulmate,"$24,684,439.00",-,-,"$24,684,439.00",100%
Drug War,"$24,676,341.00","$128,195.00",0.50%,"$24,548,146.00",99.50%
Ready,"$24,663,361.00","$955,148.00",3.90%,"$23,708,213.00",96.10%
Liar Game: The Final Stage,"$24,658,706.00",-,-,"$24,658,706.00",100%
The Death of Stalin,"$24,646,055.00","$8,047,856.00",32.70%,"$16,598,199.00",67.30%
The Snow Queen 3: Fire and Ice,"$24,644,317.00",-,-,"$24,644,317.00",100%
La La Land 2020 Re-release,"$24,642,749.00",-,-,"$24,642,749.00",100%
Sparkle,"$24,637,800.00","$24,397,469.00",99%,"$240,331.00",1%
The Players,"$24,629,152.00","$10,854.00",<0.1%,"$24,618,298.00",100%
Liar Game: Reborn,"$24,549,726.00",-,-,"$24,549,726.00",100%
The Father,"$24,496,257.00","$2,122,771.00",8.70%,"$22,373,486.00",91.30%
God's Not Dead 2,"$24,487,848.00","$20,774,575.00",84.80%,"$3,713,273.00",15.20%
Skyfire,"$24,444,590.00","$1,105.00",<0.1%,"$24,443,485.00",100%
The Tale of The Princess Kaguya,"$24,434,485.00","$703,232.00",2.90%,"$23,731,253.00",97.10%
The 8-Year Engagement,"$24,425,963.00",-,-,"$24,425,963.00",100%
Stan & Ollie,"$24,420,923.00","$5,470,235.00",22.40%,"$18,950,688.00",77.60%
The Witch: Part 1 - The Subversion,"$24,340,302.00",-,-,"$24,340,302.00",100%
The Great Beauty,"$24,271,739.00","$2,852,400.00",11.80%,"$21,419,339.00",88.20%
Trance,"$24,261,569.00","$2,328,743.00",9.60%,"$21,932,826.00",90.40%
The Accidental Detective 2: In Action,"$24,243,825.00","$179,045.00",0.70%,"$24,064,780.00",99.30%
Camping 3,"$24,224,579.00",-,-,"$24,224,579.00",100%
Jolly LLB 2,"$24,214,186.00","$1,654,254.00",6.80%,"$22,559,932.00",93.20%
The Railway Man,"$24,174,885.00","$4,438,438.00",18.40%,"$19,736,447.00",81.60%
The Way Back,"$24,172,201.00","$2,701,859.00",11.20%,"$21,470,342.00",88.80%
The Founder,"$24,121,245.00","$12,786,053.00",53%,"$11,335,192.00",47%
Out of Inferno,"$24,109,886.00",-,-,"$24,109,886.00",100%
Start-Up,"$24,106,579.00",-,-,"$24,106,579.00",100%
Bad Santa 2,"$24,079,268.00","$17,782,178.00",73.80%,"$6,297,090.00",26.20%
Kung Fu Jungle,"$24,070,765.00","$129,784.00",0.50%,"$23,940,981.00",99.50%
The Night Owl,"$24,039,683.00",-,-,"$24,039,683.00",100%
I Can Speak,"$24,024,444.00","$63,239.00",0.30%,"$23,961,205.00",99.70%
Nasha Russia. Yaytsa sudby,"$24,022,125.00",-,-,"$24,022,125.00",100%
Bring Happiness Home,"$23,980,000.00",-,-,"$23,980,000.00",100%
I Want You,"$23,961,214.00",-,-,"$23,961,214.00",100%
Türkisch für Anfänger,"$23,952,712.00",-,-,"$23,952,712.00",100%
Killing for the Prosecution,"$23,929,620.00",-,-,"$23,929,620.00",100%
Spirits' Homecoming,"$23,857,217.00","$125,616.00",0.50%,"$23,731,601.00",99.50%
Pinocchio,"$23,841,090.00","$1,831,718.00",7.70%,"$22,009,372.00",92.30%
Silence,"$23,834,809.00","$7,100,177.00",29.80%,"$16,734,632.00",70.20%
Wanderlust,"$23,812,816.00","$17,450,535.00",73.30%,"$6,362,281.00",26.70%
A Rainy Day in New York,"$23,805,899.00",-,-,"$23,805,899.00",100%
"Little Brother, Big Trouble: A Christmas Adventure","$23,785,681.00",-,-,"$23,785,681.00",100%
Interstellar 2020 Re-release,"$23,771,122.00",-,-,"$23,771,122.00",100%
Pokémon the Movie: The Power of Us,"$23,740,788.00","$789,170.00",3.30%,"$22,951,618.00",96.70%
The Peanut Butter Falcon,"$23,712,090.00","$20,457,151.00",86.30%,"$3,254,939.00",13.70%
Just Call Me Nobody,"$23,705,022.00",-,-,"$23,705,022.00",100%
To the Arctic 3D,"$23,695,388.00","$14,560,838.00",61.50%,"$9,134,550.00",38.50%
Little White Lies 2,"$23,623,665.00",-,-,"$23,623,665.00",100%
Kevin Hart: What Now?,"$23,591,043.00","$23,591,043.00",100%,-,-
No manches Frida,"$23,540,937.00","$11,528,613.00",49%,"$12,012,324.00",51%
Wish Upon,"$23,468,586.00","$14,301,505.00",60.90%,"$9,167,081.00",39.10%
Act of Vengeance,"$23,423,390.00",-,-,"$23,423,390.00",100%
Ossan's Love: Love or Dead,"$23,422,744.00",-,-,"$23,422,744.00",100%
Only Cloud Knows,"$23,414,998.00",-,-,"$23,414,998.00",100%
In His Chart,"$23,384,864.00",-,-,"$23,384,864.00",100%
Detroit,"$23,355,100.00","$16,790,139.00",71.90%,"$6,564,961.00",28.10%
Middle School: The Worst Years of My Life,"$23,316,139.00","$20,007,149.00",85.80%,"$3,308,990.00",14.20%
Warrior,"$23,308,615.00","$13,657,115.00",58.60%,"$9,651,500.00",41.40%
The Confidence Man JP: Episode of the Hero,"$23,214,581.00",-,-,"$23,214,581.00",100%
Triple 9,"$23,177,948.00","$12,639,297.00",54.50%,"$10,538,651.00",45.50%
Hoodwinked 2: Hood vs. Evil,"$23,167,844.00","$10,143,779.00",43.80%,"$13,024,065.00",56.20%
The Guernsey Literary and Potato Peel Pie Society,"$23,148,937.00",-,-,"$23,148,937.00",100%
The Crimes That Bind,"$23,144,130.00",-,-,"$23,144,130.00",100%
Rock Dog,"$23,139,802.00","$9,420,546.00",40.70%,"$13,719,256.00",59.30%
New Happy Dad and Son 3: Adventure in Russia,"$23,130,469.00",-,-,"$23,130,469.00",100%
Dark Waters,"$23,108,017.00","$11,136,084.00",48.20%,"$11,971,933.00",51.80%
Harry Potter and the Chamber of Secrets 2022 Re-release,"$23,102,370.00",-,-,"$23,102,370.00",100%
The Marksman,"$23,076,711.00","$15,566,093.00",67.50%,"$7,510,618.00",32.50%
The Farewell,"$23,076,657.00","$17,695,781.00",76.70%,"$5,380,876.00",23.30%
The Witch: Part 2 - The Other One,"$23,068,596.00","$143,723.00",0.60%,"$22,924,873.00",99.40%
The Choice,"$23,064,015.00","$18,730,891.00",81.20%,"$4,333,124.00",18.80%
99.9 Criminal Lawyer: The Movie,"$23,055,069.00",-,-,"$23,055,069.00",100%
Under the Hawthorn Tree,"$23,004,431.00",-,-,"$23,004,431.00",100%
Padmaavat,"$22,991,060.00","$11,846,060.00",51.50%,"$11,145,000.00",48.50%
Hotaru the Movie: It's Only a Little Light in My Life,"$22,975,341.00",-,-,"$22,975,341.00",100%
Last Night in Soho,"$22,957,625.00","$10,127,625.00",44.10%,"$12,830,000.00",55.90%
Penny Pincher!,"$22,955,486.00",-,-,"$22,955,486.00",100%
Young Adult,"$22,939,027.00","$16,311,571.00",71.10%,"$6,627,456.00",28.90%
Andalucia: Revenge of the Goddess,"$22,929,221.00",-,-,"$22,929,221.00",100%
A Separation,"$22,926,076.00","$7,099,055.00",31%,"$15,827,021.00",69%
Hot Road,"$22,916,313.00",-,-,"$22,916,313.00",100%
Qualunquemente,"$22,862,029.00",-,-,"$22,862,029.00",100%
Won't You Be My Neighbor?,"$22,844,741.00","$22,835,787.00",100%,"$8,954.00",<0.1%
Kon-Tiki,"$22,842,887.00","$1,517,410.00",6.60%,"$21,325,477.00",93.40%
The Knight of Shadows: Between Yin and Yang,"$22,774,256.00",-,-,"$22,774,256.00",100%
Extraordinary Mission,"$22,757,764.00","$54,174.00",0.20%,"$22,703,590.00",99.80%
Black and Blue,"$22,741,061.00","$22,055,313.00",97%,"$685,748.00",3%
Poupelle of Chimney Town,"$22,715,146.00",-,-,"$22,715,146.00",100%
Fading Gigolo,"$22,706,304.00","$3,769,873.00",16.60%,"$18,936,431.00",83.40%
Fall in Love Like a Star,"$22,640,355.00",-,-,"$22,640,355.00",100%
Recep Ivedik 3,"$22,588,876.00",-,-,"$22,588,876.00",100%
The Last 10 Years,"$22,539,146.00",-,-,"$22,539,146.00",100%
Friends: Naki on the Monster Island,"$22,537,428.00",-,-,"$22,537,428.00",100%
The Day We Lit Up the Sky,"$22,500,000.00",-,-,"$22,500,000.00",100%
Europe Raiders,"$22,435,156.00",-,-,"$22,435,156.00",100%
Villain,"$22,414,467.00",-,-,"$22,414,467.00",100%
Late Night,"$22,386,555.00","$15,499,454.00",69.20%,"$6,887,101.00",30.80%
Mojin: The Worm Valley,"$22,381,583.00","$101,516.00",0.50%,"$22,280,067.00",99.50%
Harry Potter and the Chamber of Secrets 2021 Re-release,"$22,349,685.00","$191,501.00",0.90%,"$22,158,184.00",99.10%
Les Misérables,"$22,342,519.00","$330,181.00",1.50%,"$22,012,338.00",98.50%
Kamen Rider OOO Wonderful: The Shogun and the 21 Core Medals,"$22,313,925.00",-,-,"$22,313,925.00",100%
Gretel & Hansel,"$22,304,357.00","$15,347,654.00",68.80%,"$6,956,703.00",31.20%
6/45,"$22,263,336.00",-,-,"$22,263,336.00",100%
Parallel Mothers,"$22,219,339.00","$2,297,501.00",10.30%,"$19,921,838.00",89.70%
Gooische vrouwen,"$22,194,574.00",-,-,"$22,194,574.00",100%
Upside Down,"$22,187,813.00","$105,095.00",0.50%,"$22,082,718.00",99.50%
Unbowed,"$22,132,903.00",-,-,"$22,132,903.00",100%
The Glass Castle,"$22,088,533.00","$17,273,059.00",78.20%,"$4,815,474.00",21.80%
Stree,"$22,075,730.00",-,-,"$22,075,730.00",100%
A Thousand Words,"$22,044,277.00","$18,450,127.00",83.70%,"$3,594,150.00",16.30%
Doraemon the Movie: Nobita's Little Star Wars 2021,"$22,044,058.00",-,-,"$22,044,058.00",100%
"Me, Them and Lara","$22,039,646.00",-,-,"$22,039,646.00",100%
Kaamelott: First Installment,"$21,979,122.00","$188,000.00",0.90%,"$21,791,122.00",99.10%
See How They Run,"$21,966,634.00","$9,586,237.00",43.60%,"$12,380,397.00",56.40%
Moss,"$21,925,534.00",-,-,"$21,925,534.00",100%
Ponniyin Selvan: Part I,"$21,876,105.00","$4,282,000.00",19.60%,"$17,594,105.00",80.40%
Decision to Leave,"$21,870,111.00","$1,994,838.00",9.10%,"$19,875,273.00",90.90%
The Immature,"$21,858,834.00",-,-,"$21,858,834.00",100%
Pleasant Goat and Big Big Wolf 3,"$21,847,806.00",-,-,"$21,847,806.00",100%
After We Fell,"$21,753,705.00","$2,170,750.00",10%,"$19,582,955.00",90%
Moana 2020 Re-release,"$21,736,672.00",-,-,"$21,736,672.00",100%
Silent Parade,"$21,723,595.00",-,-,"$21,723,595.00",100%
Confession of Murder,"$21,701,525.00",-,-,"$21,701,525.00",100%
22 Bullets,"$21,695,883.00",-,-,"$21,695,883.00",100%
Inazuma Eleven GO the Movie: The Ultimate Bonds Gryphon,"$21,645,379.00",-,-,"$21,645,379.00",100%
StreetDance 2 2012 Re-release,"$21,638,853.00",-,-,"$21,638,853.00",100%
Father Stu,"$21,592,379.00","$20,884,796.00",96.70%,"$707,583.00",3.30%
Just Wright,"$21,584,424.00","$21,540,363.00",99.80%,"$44,061.00",0.20%
Épouse-moi mon pote,"$21,571,464.00",-,-,"$21,571,464.00",100%
Quick,"$21,561,934.00",-,-,"$21,561,934.00",100%
2012 2012 Re-release,"$21,538,353.00",-,-,"$21,538,353.00",100%
Unplanned,"$21,515,607.00","$19,005,109.00",88.30%,"$2,510,498.00",11.70%
My Soul to Take,"$21,500,813.00","$14,744,435.00",68.60%,"$6,756,378.00",31.40%
K-On! The Movie,"$21,434,003.00",-,-,"$21,434,003.00",100%
Our Family Wedding,"$21,409,028.00","$20,255,281.00",94.60%,"$1,153,747.00",5.40%
Crazy Romance,"$21,386,368.00",-,-,"$21,386,368.00",100%
Shaft,"$21,360,215.00","$21,360,215.00",100%,-,-
Rurouni Kenshin: Final Chapter Part II - The Beginning,"$21,318,560.00",-,-,"$21,318,560.00",100%
Hotel Mumbai,"$21,314,816.00","$9,651,611.00",45.30%,"$11,663,205.00",54.70%
Integrity,"$21,290,004.00",-,-,"$21,290,004.00",100%
Stigmatized Properties,"$21,276,720.00",-,-,"$21,276,720.00",100%
Astral City: A Spiritual Journey,"$21,218,935.00",-,-,"$21,218,935.00",100%
The Prison,"$21,205,329.00","$207,481.00",1%,"$20,997,848.00",99%
Red Dog,"$21,185,162.00",-,-,"$21,185,162.00",100%
Wish Dragon,"$21,120,000.00",-,-,"$21,120,000.00",100%
Beasts of the Southern Wild,"$21,107,746.00","$12,795,746.00",60.60%,"$8,312,000.00",39.40%
Pokémon the Movie: Secrets of the Jungle,"$21,097,921.00",-,-,"$21,097,921.00",100%
The Secret Mission,"$21,083,522.00",-,-,"$21,083,522.00",100%
71: Into the Fire,"$20,967,660.00","$176,638.00",0.80%,"$20,791,022.00",99.20%
Emergency Declaration,"$20,831,764.00","$412,196.00",2%,"$20,419,568.00",98%
Vicky and the Treasure of the Gods,"$20,796,153.00",-,-,"$20,796,153.00",100%
Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkasu Academy,"$20,752,104.00",-,-,"$20,752,104.00",100%
The Photograph,"$20,690,779.00","$20,578,185.00",99.50%,"$112,594.00",0.50%
The Front Line,"$20,629,645.00","$11,018.00",<0.1%,"$20,618,627.00",99.90%
Polisse,"$20,590,872.00","$211,440.00",1%,"$20,379,432.00",99%
Hollywoo,"$20,587,850.00",-,-,"$20,587,850.00",100%
Country Strong,"$20,529,194.00","$20,218,921.00",98.50%,"$310,273.00",1.50%
Yarn,"$20,474,270.00",-,-,"$20,474,270.00",100%
One Hundred Thousand Bad Jokes 2,"$20,460,352.00",-,-,"$20,460,352.00",100%
Violet Evergarden: The Movie,"$20,339,624.00",-,-,"$20,339,624.00",100%
Brahms: The Boy II,"$20,311,536.00","$12,611,536.00",62.10%,"$7,700,000.00",37.90%
Devotion,"$20,271,405.00","$19,455,075.00",96%,"$816,330.00",4%
Scabbard Samurai,"$20,251,745.00",-,-,"$20,251,745.00",100%
Beck,"$20,219,060.00",-,-,"$20,219,060.00",100%
How Not to Rescue a Princess,"$20,157,447.00",-,-,"$20,157,447.00",100%
Turning Red,"$20,122,621.00",-,-,"$20,122,621.00",100%
This Is Tomas,"$20,084,169.00",-,-,"$20,084,169.00",100%
Kaiji 2: The Ultimate Gambler,"$19,971,259.00",-,-,"$19,971,259.00",100%
About Her Brother,"$19,969,473.00",-,-,"$19,969,473.00",100%
Trick the Movie: Psychic Battle Royale,"$19,795,115.00",-,-,"$19,795,115.00",100%
Ice 2,"$19,788,995.00",-,-,"$19,788,995.00",100%
Hello Ghost,"$19,774,455.00",-,-,"$19,774,455.00",100%
Stillwater,"$19,754,272.00","$14,465,535.00",73.20%,"$5,288,737.00",26.80%
Another Year,"$19,722,766.00","$3,205,706.00",16.30%,"$16,517,060.00",83.70%
The Banshees of Inisherin,"$19,716,456.00","$8,960,957.00",45.40%,"$10,755,499.00",54.60%
Roald Dahl's Matilda the Musical,"$19,700,000.00",-,-,"$19,700,000.00",100%
Youth in Revolt,"$19,651,093.00","$15,281,286.00",77.80%,"$4,369,807.00",22.20%
Hot Summer Days,"$19,573,451.00",-,-,"$19,573,451.00",100%
Soul Snatcher,"$19,561,221.00",-,-,"$19,561,221.00",100%
The Wolf and the Lion,"$19,510,578.00","$2,072,173.00",10.60%,"$17,438,405.00",89.40%
Buried,"$19,439,764.00","$1,044,143.00",5.40%,"$18,395,621.00",94.60%
The Turning,"$19,428,166.00","$15,472,775.00",79.60%,"$3,955,391.00",20.40%
The Specials,"$19,363,826.00",-,-,"$19,363,826.00",100%
Les Tuche 4,"$19,259,766.00",-,-,"$19,259,766.00",100%
The Servant,"$19,259,164.00",-,-,"$19,259,164.00",100%
Fate/stay night [Heaven's Feel] III. spring song,"$19,252,497.00","$200,000.00",1%,"$19,052,497.00",99%
